slutpris,avgift_kr,boarea_kvm,antal_rum,sald_datum,prisforandring_pct,pris_per_kvm,omrade,url,bostadstyp,raw_text,sald_ar,sald_manad,sald_kvartal,omrade_clean,kvm_per_rum,avgift_per_kvm,avgift_andel,sasong,budkrig,prissankt,storlek_kategori,upplatelseform,har_balkong,vaning,antal_vaningar,har_hiss,byggar,driftkostnad_ar,antal_besok,har_uteplats,har_garage,renoverad,biarea_kvm,tomtarea_kvm,bostad_alder,total_yta,relativ_vaning,toppvaning,driftkostnad_per_kvm,tomt_per_boarea,gatuadress,latitude,longitude,avstand_centrum_km,avstand_station_km,avstand_sjukhus_km,avstand_universitet_km,avstand_marieberg_km
2550000,,129.0,5.0,2019-10-18,-2.0,19767.0,Radhus Björkhaga,https://www.hemnet.se/salda/radhus-5rum-bjorkhaga-orebro-kommun-stampelgatan-12-1095130,radhus,"Maps Data: Google © 2026 Såld 18 okt. 2019 Stämpelgatan 12 Radhus Björkhaga, Örebro kommun 129 m² 5 rum 185 m² Slutpris 2 550 000 kr -2 % Fastighetsbyrån Örebro",2019,10,4,Björkhaga,25.8,,,höst,0,1,xl (100-150),Tomträtt,0,,,0,1981.0,35812.0,3222.0,1,0,0,,185.0,45.0,129.0,,,277.6124031007752,1.434108527131783,Stämpelgatan 12,59.2859691,15.150387,3.7836961547933914,3.3467983588644326,2.109917068577865,6.587954236155771,5.778084232174958
2860000,,92.0,4.0,2019-10-18,15.0,31087.0,Radhus Örebro,https://www.hemnet.se/salda/radhus-4rum-orebro-orebro-kommun-parklyckevagen-19-1095466,radhus,"Såld 18 okt. 2019 Parklyckevägen 19 Radhus Örebro, Örebro kommun 92+10 m² 4 rum 184 m² Slutpris 2 860 000 kr +15 % Svensk Fastighetsförmedling Örebro",2019,10,4,Örebro,23.0,,,höst,1,0,stor (80-100),Äganderätt,0,,,0,2006.0,31537.0,7237.0,1,0,0,10.0,184.0,20.0,102.0,,,342.7934782608696,2.0,Parklyckevägen 19,59.2747287,15.2151181,0.11681827165748512,0.5638364206721153,2.2595036209294075,2.9725060081413126,2.543456959035123
2095000,,112.4,4.0,2019-10-08,0.0,18639.0,A Radhus Vivalla,https://www.hemnet.se/salda/radhus-4rum-vivalla-orebro-kommun-visgatan-3a-1088679,radhus,"Maps Data: Google © 2026 Såld 8 okt. 2019 Visgatan 3A Radhus Vivalla, Örebro kommun 112,4 m² 4 rum 331 m² Nyproduktion Slutpris 2 095 000 kr ±0 % Fastighetsbyrån Örebro",2019,10,4,Radhus Vivalla,28.1,,,höst,0,0,xl (100-150),Äganderätt,0,,,0,1969.0,26500.0,3533.0,1,0,0,,331.0,57.0,112.4,,,235.76512455516013,2.9448398576512456,Visgatan 3A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2650000,4566.0,112.8,5.0,2019-10-06,6.0,23493.0,C Radhus Norra Ormesta,https://www.hemnet.se/salda/radhus-5rum-norra-ormesta-orebro-kommun-ulsavilagatan-19-c-1088298,radhus,"Maps Data: Google © 2026 Såld 6 okt. 2019 Ulsavilagatan 19 C Radhus Norra Ormesta, Örebro kommun 112,8 m² 5 rum 4 566 kr/mån Uteplats Slutpris 2 650 000 kr +6 % 23 493 kr/m² Mäklarhuset Örebro",2019,10,4,Radhus Norra Ormesta,22.6,40.5,2.07,höst,1,0,xl (100-150),Bostadsrätt,0,,,0,2016.0,15084.0,2932.0,1,0,0,,,10.0,112.8,,,133.72340425531914,,Ulsavilagatan 19 C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1970000,5744.0,93.0,4.0,2019-10-03,24.0,21183.0,Radhus ALMBY,https://www.hemnet.se/salda/radhus-4rum-almby-orebro-kommun-erik-rosenbergs-vag-152-1086414,radhus,"Maps Data: Google © 2026 Såld 3 okt. 2019 Erik Rosenbergs väg 152 Radhus ALMBY, Örebro kommun 93 m² 4 rum 5 744 kr/mån Uteplats Slutpris 1 970 000 kr +24 % 21 183 kr/m² Mäklarhuset Örebro",2019,10,4,ALMBY,23.2,61.8,3.5,höst,1,0,stor (80-100),Bostadsrätt,0,,,1,1984.0,,4845.0,1,0,0,,,42.0,93.0,,,,,Erik Rosenbergs väg 152,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
4250000,5508.0,130.0,6.0,2019-10-03,12.0,32692.0,Radhus Centralt,https://www.hemnet.se/salda/radhus-6rum-centralt-orebro-kommun-bollstigen-10-1086402,radhus,"Maps Data: Google © 2026 Såld 3 okt. 2019 Bollstigen 10 Radhus Centralt, Örebro kommun 130 m² 6 rum 5 508 kr/mån Slutpris 4 250 000 kr +12 % 32 692 kr/m² Mäklarhuset Örebro",2019,10,4,Centralt,21.7,42.4,1.56,höst,1,0,xl (100-150),Bostadsrätt,0,,,0,1948.0,4200.0,6947.0,1,0,0,,,78.0,130.0,,,32.30769230769231,,Bollstigen 10,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1650000,7379.0,104.0,4.0,2019-10-01,-3.0,15865.0,C Radhus Gamla Hjärsta,https://www.hemnet.se/salda/radhus-4rum-gamla-hjarsta-orebro-kommun-apelvagen-133-c-1084986,radhus,"Maps Data: Google © 2026 Såld 1 okt. 2019 Apelvägen 133 C Radhus Gamla Hjärsta, Örebro kommun 104 m² 4 rum 7 379 kr/mån Uteplats Slutpris 1 650 000 kr -3 % 15 865 kr/m² Mäklarhuset Örebro",2019,10,4,Radhus Gamla Hjärsta,26.0,71.0,5.37,höst,0,1,xl (100-150),Bostadsrätt,0,,,0,1957.0,7800.0,3507.0,1,0,0,,,69.0,104.0,,,75.0,,Apelvägen 133 C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2450000,,129.0,5.0,2019-09-26,-6.0,18992.0,Radhus Björkhaga,https://www.hemnet.se/salda/radhus-5rum-bjorkhaga-orebro-kommun-stampelgatan-44-1083111,radhus,"Maps Data: Google © 2026 Såld 26 sep. 2019 Stämpelgatan 44 Radhus Björkhaga, Örebro kommun 129 m² 5 rum 192 m² Slutpris 2 450 000 kr -6 % LF Fastighetsförmedling Örebro",2019,9,3,Björkhaga,25.8,,,höst,0,1,xl (100-150),Tomträtt,0,,,0,1981.0,36020.0,7073.0,1,0,0,,192.0,45.0,129.0,,,279.2248062015504,1.4883720930232558,Stämpelgatan 44,59.2859691,15.150387,3.7836961547933914,3.3467983588644326,2.109917068577865,6.587954236155771,5.778084232174958
2095000,4423.0,109.0,5.0,2019-09-26,-3.0,19220.0,C Radhus Lillån,https://www.hemnet.se/salda/radhus-5rum-lillan-orebro-kommun-grytangsvagen-34-c-1082155,radhus,"Maps Data: Google © 2026 Såld 26 sep. 2019 Grytängsvägen 34 C Radhus Lillån, Örebro kommun 109 m² 5 rum 4 423 kr/mån Slutpris 2 095 000 kr -3 % 19 220 kr/m² LF Fastighetsförmedling Örebro",2019,9,3,Radhus Lillån,21.8,40.6,2.53,höst,0,1,xl (100-150),Bostadsrätt,0,,,0,2017.0,21600.0,11918.0,1,0,0,,,9.0,109.0,,,198.1651376146789,,Grytängsvägen 34 C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1955000,4408.0,99.0,5.0,2019-09-20,3.0,19747.0,Almby,https://www.hemnet.se/salda/radhus-5rum-ekeby-almby-orebro-kommun-lakevagen-40a-1077760,radhus,"Maps Data: Google © 2026 Såld 20 sep. 2019 Lakevägen 40A Radhus Ekeby-Almby, Örebro kommun 99 m² 5 rum 4 408 kr/mån Slutpris 1 955 000 kr +3 % 19 747 kr/m² SkandiaMäklarna Örebro",2019,9,3,Almby,19.8,44.5,2.71,höst,1,0,stor (80-100),Bostadsrätt,0,,,0,2017.0,14352.0,2689.0,1,0,0,,,9.0,99.0,,,144.96969696969697,,Lakevägen 40A,59.2606158,15.2505604,2.677097230275355,3.1207412363914213,4.45465325889884,0.7939084796963432,3.029013216465259
3195000,4121.0,105.0,5.0,2019-09-20,0.0,30429.0,Radhus Örebro,https://www.hemnet.se/salda/radhus-5rum-almby-norrbyas-orebro-kommun-bjorkmansgatan-60-1077714,radhus,"Maps Data: Google © 2026 Såld 20 sep. 2019 Björkmansgatan 60 Radhus Örebro, Örebro kommun 105 m² 5 rum 4 121 kr/mån Slutpris 3 195 000 kr ±0 % 30 429 kr/m² Bjurfors Örebro",2019,9,3,Örebro,21.0,39.2,1.55,höst,0,0,xl (100-150),Bostadsrätt,0,,,0,2016.0,12000.0,14094.0,0,0,0,,,10.0,105.0,,,114.28571428571428,,Björkmansgatan 60,59.2747287,15.2151181,0.11681827165748512,0.5638364206721153,2.2595036209294075,2.9725060081413126,2.543456959035123
4800000,,125.0,5.0,2019-09-20,4.0,38400.0,Radhus Pråmkajen,https://www.hemnet.se/salda/radhus-5rum-pramkajen-orebro-kommun-pramkajen-17-1077415,radhus,"Såld 20 sep. 2019 Pråmkajen 17 Radhus Pråmkajen, Örebro kommun 125 m² 5 rum 231 m² Slutpris 4 800 000 kr +4 % Svensk Fastighetsförmedling Örebro",2019,9,3,Pråmkajen,25.0,,,höst,1,0,xl (100-150),Äganderätt,0,,,0,2012.0,33165.0,10955.0,1,0,0,,231.0,14.0,125.0,,,265.32,1.848,Pråmkajen 17,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2425000,3620.0,79.0,3.0,2019-09-20,22.0,30696.0,Radhus Björkhaga,https://www.hemnet.se/salda/radhus-3rum-bjorkhaga-orebro-kommun-postiljonsgatan-2-1077976,radhus,"Maps Data: Google © 2026 Såld 20 sep. 2019 Postiljonsgatan 2 Radhus Björkhaga, Örebro kommun 79 m² 3 rum 3 620 kr/mån Slutpris 2 425 000 kr +22 % 30 696 kr/m² Mäklarhuset Örebro",2019,9,3,Björkhaga,26.3,45.8,1.79,höst,1,0,medel (60-80),Bostadsrätt,0,,,0,1981.0,20880.0,3667.0,1,0,0,,,45.0,79.0,,,264.30379746835445,,Postiljonsgatan 2,59.2859691,15.150387,3.7836961547933914,3.3467983588644326,2.109917068577865,6.587954236155771,5.778084232174958
2400000,,108.0,4.0,2019-09-19,20.0,22222.0,Radhus Lundby,https://www.hemnet.se/salda/radhus-4rum-lundby-orebro-kommun-blyglansvagen-1-1076561,radhus,"Såld 19 sep. 2019 Blyglansvägen 1 Radhus Lundby, Örebro kommun 108 m² 4 rum 543 m² Slutpris 2 400 000 kr +20 % Svensk Fastighetsförmedling Örebro",2019,9,3,Lundby,27.0,,,höst,1,0,xl (100-150),Äganderätt,0,,,0,1973.0,31415.0,5373.0,0,0,0,,543.0,53.0,108.0,,,290.8796296296296,5.027777777777778,Blyglansvägen 1,59.3088789,15.1843161,4.09143783451306,3.740075465125741,4.11475772659535,7.115837662059498,4.500517840032787
2400000,5952.0,103.0,4.0,2019-09-17,-4.0,23301.0,Radhus Sörbyängen,https://www.hemnet.se/salda/radhus-4rum-sorbyangen-orebro-kommun-paprikagatan-30-1075704,radhus,"Maps Data: Google © 2026 Såld 17 sep. 2019 Paprikagatan 30 Radhus Sörbyängen, Örebro kommun 103 m² 4 rum 5 952 kr/mån Slutpris 2 400 000 kr -4 % 23 301 kr/m² Notar",2019,9,3,Sörbyängen,25.8,57.8,2.98,höst,0,1,xl (100-150),Bostadsrätt,0,,,0,2016.0,9012.0,2442.0,1,0,0,,,10.0,103.0,,,87.49514563106796,,Paprikagatan 30,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
1850000,5000.0,99.0,4.0,2019-09-12,-2.0,18687.0,B Radhus Lillån,https://www.hemnet.se/salda/radhus-4rum-lillan-orebro-kommun-vangstrevagen-7b-1072743,radhus,"Såld 12 sep. 2019 Vängstrevägen 7B Radhus Lillån, Örebro kommun 99 m² 4 rum 5 000 kr/mån Slutpris 1 850 000 kr -2 % 18 687 kr/m² Svensk Fastighetsförmedling Örebro",2019,9,3,Radhus Lillån,24.8,50.5,3.24,höst,0,1,stor (80-100),Bostadsrätt,0,,,0,2016.0,14400.0,6610.0,1,0,0,,,10.0,99.0,,,145.45454545454547,,Vängstrevägen 7B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2975000,4092.0,112.8,5.0,2019-09-09,6.0,26374.0,B Radhus Näsby,https://www.hemnet.se/salda/radhus-5rum-nasby-orebro-kommun-valsaregatan-3b-1070754,radhus,"Såld 9 sep. 2019 Valsaregatan 3B Radhus Näsby, Örebro kommun 112,8 m² 5 rum 4 092 kr/mån Slutpris 2 975 000 kr +6 % 26 374 kr/m² Svensk Fastighetsförmedling Örebro",2019,9,3,Radhus Näsby,22.6,36.3,1.65,höst,1,0,xl (100-150),Bostadsrätt,0,,,0,,,4890.0,1,0,0,,,48.0,112.8,,,,,Valsaregatan 3B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2160000,4995.0,122.0,6.0,2019-09-06,3.0,17705.0,C Radhus Lillån,https://www.hemnet.se/salda/radhus-6rum-lillan-orebro-kommun-bjorkhemsvagen-14-c-1070148,radhus,"Maps Data: Google © 2026 Såld 6 sep. 2019 Björkhemsvägen 14 C Radhus Lillån, Örebro kommun 122 m² 6 rum 4 995 kr/mån Slutpris 2 160 000 kr +3 % 17 705 kr/m² Mäklarhuset Örebro",2019,9,3,Radhus Lillån,20.3,40.9,2.78,höst,1,0,xl (100-150),Bostadsrätt,0,,,0,2018.0,1968.0,4243.0,0,0,0,,,8.0,122.0,,,16.131147540983605,,Björkhemsvägen 14 C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1795000,,112.4,4.0,2019-09-04,0.0,15970.0,D Radhus Vivalla,https://www.hemnet.se/salda/radhus-4rum-vivalla-orebro-kommun-visgatan-3d-1068054,radhus,"Maps Data: Google © 2026 Såld 4 sep. 2019 Visgatan 3D Radhus Vivalla, Örebro kommun 112,4 m² 4 rum 197 m² Nyproduktion Slutpris 1 795 000 kr ±0 % Fastighetsbyrån Örebro",2019,9,3,Radhus Vivalla,28.1,,,höst,0,0,xl (100-150),Äganderätt,0,,,0,1969.0,,1975.0,1,0,0,,197.0,57.0,112.4,,,,1.7526690391459074,Visgatan 3D,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
3895000,5508.0,130.0,5.0,2019-09-04,0.0,29962.0,Radhus Centralt,https://www.hemnet.se/salda/radhus-5rum-centralt-orebro-kommun-bollstigen-2-1068375,radhus,"Maps Data: Google © 2026 Såld 4 sep. 2019 Bollstigen 2 Radhus Centralt, Örebro kommun 130 m² 5 rum 5 508 kr/mån Slutpris 3 895 000 kr ±0 % 29 962 kr/m² Mäklarhuset Örebro",2019,9,3,Centralt,26.0,42.4,1.7,höst,0,0,xl (100-150),Bostadsrätt,0,,,0,1948.0,,5242.0,1,0,0,,,78.0,130.0,,,,,Bollstigen 2,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2860000,,128.0,6.0,2019-09-03,2.0,22344.0,Radhus Björkhaga,https://www.hemnet.se/salda/radhus-6rum-bjorkhaga-orebro-kommun-stampelgatan-38-1067853,radhus,"Maps Data: Google © 2026 Såld 3 sep. 2019 Stämpelgatan 38 Radhus Björkhaga, Örebro kommun 128 m² 6 rum 185 m² Slutpris 2 860 000 kr +2 % Bjurfors Örebro",2019,9,3,Björkhaga,21.3,,,höst,1,0,xl (100-150),Tomträtt,0,,,0,1981.0,32857.0,6639.0,1,0,0,,185.0,45.0,128.0,,,256.6953125,1.4453125,Stämpelgatan 38,59.2859691,15.150387,3.7836961547933914,3.3467983588644326,2.109917068577865,6.587954236155771,5.778084232174958
1925000,,78.0,6.0,2019-09-02,2.0,24679.0,Radhus Lundby,https://www.hemnet.se/salda/radhus-6rum-lundby-orebro-kommun-kvartsvagen-7-1066604,radhus,"Maps Data: Google © 2026 Såld 2 sep. 2019 Kvartsvägen 7 Radhus Lundby, Örebro kommun 78+78 m² 6 rum 248 m² Slutpris 1 925 000 kr +2 % HusmanHagberg Örebro",2019,9,3,Lundby,13.0,,,höst,1,0,medel (60-80),Äganderätt,0,,,0,1972.0,37889.0,4304.0,0,0,0,78.0,248.0,54.0,156.0,,,485.7564102564103,3.17948717948718,Kvartsvägen 7,59.3088789,15.1843161,4.09143783451306,3.740075465125741,4.11475772659535,7.115837662059498,4.500517840032787
2890000,4709.0,112.8,5.0,2019-08-31,26.0,25621.0,a Radhus Lillån,https://www.hemnet.se/salda/radhus-5rum-lillan-orebro-kommun-astrandsvagen-7a-1066183,radhus,"Maps Data: Google © 2026 Såld 31 aug. 2019 Åstrandsvägen 7a Radhus Lillån, Örebro kommun 112,8 m² 5 rum 4 709 kr/mån Slutpris 2 890 000 kr +26 % 25 621 kr/m² Mäklarhuset Örebro",2019,8,3,a Radhus Lillån,22.6,41.7,1.96,sommar,1,0,xl (100-150),Bostadsrätt,0,,,0,2014.0,15684.0,5052.0,1,0,0,,,12.0,112.8,,,139.04255319148936,,Åstrandsvägen 7a,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2450000,,120.0,5.0,2019-08-30,4.0,20417.0,Radhus Adolfsberg,https://www.hemnet.se/salda/radhus-5rum-adolfsberg-orebro-kommun-kalle-posts-vag-49-1065529,radhus,"Maps Data: Google © 2026 Såld 30 aug. 2019 Kalle Posts väg 49 Radhus Adolfsberg, Örebro kommun 120 m² 5 rum 189 m² Slutpris 2 450 000 kr +4 % Fastighetsbyrån Örebro",2019,8,3,Adolfsberg,24.0,,,sommar,1,0,xl (100-150),Tomträtt,0,,,0,1974.0,41428.0,4612.0,1,0,0,,189.0,52.0,120.0,,,345.2333333333333,1.575,Kalle Posts väg 49,59.2389686,15.1834848,4.392375519188344,4.469056516106927,3.727831876874247,3.989057631836986,6.687976195840992
3350000,,109.0,5.0,2019-08-29,20.0,30734.0,Radhus Adolfsberg,https://www.hemnet.se/salda/radhus-5rum-adolfsberg-orebro-kommun-trollslandestigen-6-1064647,radhus,"Maps Data: Google © 2026 Såld 29 aug. 2019 Trollsländestigen  6 Radhus Adolfsberg, Örebro kommun 109 m² 5 rum 316 m² Slutpris 3 350 000 kr +20 % LF Fastighetsförmedling Örebro",2019,8,3,Adolfsberg,21.8,,,sommar,1,0,xl (100-150),Tomträtt,0,,,0,1960.0,26020.0,9100.0,1,0,0,,316.0,66.0,109.0,,,238.7155963302752,2.8990825688073394,Trollsländestigen  6,59.2389686,15.1834848,4.392375519188344,4.469056516106927,3.727831876874247,3.989057631836986,6.687976195840992
2600000,5083.0,117.5,4.0,2019-08-29,9.0,22128.0,Radhus Adolfsberg,https://www.hemnet.se/salda/radhus-4rum-adolfsberg-orebro-kommun-halsogrand-72-1064223,radhus,"Maps Data: Google © 2026 Såld 29 aug. 2019 Hälsogränd 72 Radhus Adolfsberg, Örebro kommun 117,5 m² 4 rum 5 083 kr/mån Slutpris 2 600 000 kr +9 % 22 128 kr/m² Notar",2019,8,3,Adolfsberg,29.4,43.3,2.35,sommar,1,0,xl (100-150),Bostadsrätt,0,,,0,1981.0,21792.0,2897.0,1,0,0,,,45.0,117.5,,,185.46382978723403,,Hälsogränd 72,59.2389686,15.1834848,4.392375519188344,4.469056516106927,3.727831876874247,3.989057631836986,6.687976195840992
2095000,4423.0,109.0,5.0,2019-08-29,0.0,19220.0,C Radhus Lillån,https://www.hemnet.se/salda/radhus-5rum-lillan-orebro-kommun-sixtens-vag-8c-1064221,radhus,"Maps Data: Google © 2026 Såld 29 aug. 2019 Sixtens Väg 8C Radhus Lillån, Örebro kommun 109 m² 5 rum 4 423 kr/mån Slutpris 2 095 000 kr ±0 % 19 220 kr/m² Notar",2019,8,3,Radhus Lillån,21.8,40.6,2.53,sommar,0,0,xl (100-150),Bostadsrätt,0,,,0,2018.0,20400.0,5363.0,0,0,0,,,8.0,109.0,,,187.1559633027523,,Sixtens Väg 8C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
3110000,,129.0,5.0,2019-08-23,7.0,24109.0,Radhus Björkhaga,https://www.hemnet.se/salda/radhus-5rum-bjorkhaga-orebro-kommun-stampelgatan-10-1060653,radhus,"Maps Data: Google © 2026 Såld 23 aug. 2019 Stämpelgatan 10 Radhus Björkhaga, Örebro kommun 129 m² 5 rum 192 m² Slutpris 3 110 000 kr +7 % LF Fastighetsförmedling Örebro",2019,8,3,Björkhaga,25.8,,,sommar,1,0,xl (100-150),Äganderätt,0,,,0,1981.0,36308.0,5702.0,1,0,0,,192.0,45.0,129.0,,,281.4573643410853,1.4883720930232558,Stämpelgatan 10,59.2859691,15.150387,3.7836961547933914,3.3467983588644326,2.109917068577865,6.587954236155771,5.778084232174958
2480000,5255.0,115.5,5.0,2019-08-21,13.0,21472.0,Radhus Björkhaga,https://www.hemnet.se/salda/radhus-5rum-bjorkhaga-orebro-kommun-postiljonsgatan-19-1059127,radhus,"Maps Data: Google © 2026 Såld 21 aug. 2019 Postiljonsgatan 19 Radhus Björkhaga, Örebro kommun 115,5 m² 5 rum 5 255 kr/mån Slutpris 2 480 000 kr +13 % 21 472 kr/m² Fastighetsbyrån Örebro",2019,8,3,Björkhaga,23.1,45.5,2.54,sommar,1,0,xl (100-150),Bostadsrätt,0,,,0,1981.0,26500.0,4995.0,1,0,0,,,45.0,115.5,,,229.43722943722943,,Postiljonsgatan 19,59.2859691,15.150387,3.7836961547933914,3.3467983588644326,2.109917068577865,6.587954236155771,5.778084232174958
1795000,5304.0,110.5,4.0,2019-08-20,0.0,16244.0,Radhus Hovsta,https://www.hemnet.se/salda/radhus-4rum-hovsta-orebro-kommun-lundvagen-34-1058370,radhus,"Maps Data: Google © 2026 Såld 20 aug. 2019 Lundvägen 34 Radhus Hovsta, Örebro kommun 110,5 m² 4 rum 5 304 kr/mån Slutpris 1 795 000 kr ±0 % 16 244 kr/m² Fastighetsbyrån Örebro",2019,8,3,Hovsta,27.6,48.0,3.55,sommar,0,0,xl (100-150),Bostadsrätt,0,,,0,1977.0,18000.0,9786.0,1,0,0,,,49.0,110.5,,,162.89592760180994,,Lundvägen 34,59.3466769,15.2321365,8.022714207703538,7.864282291462225,8.89567363324506,10.393151155674143,6.65286297863402
2710000,,130.0,5.0,2019-08-16,9.0,20846.0,Radhus Lundby,https://www.hemnet.se/salda/radhus-5rum-lundby-orebro-kommun-hornstensvagen-21-1056672,radhus,"Maps Data: Google © 2026 Såld 16 aug. 2019 Hornstensvägen 21 Radhus Lundby, Örebro kommun 130+78 m² 5 rum 469 m² Slutpris 2 710 000 kr +9 % Notar",2019,8,3,Lundby,26.0,,,sommar,1,0,xl (100-150),Äganderätt,0,,,0,1974.0,38100.0,4790.0,1,0,0,78.0,469.0,52.0,208.0,,,293.0769230769231,3.607692307692308,Hornstensvägen 21,59.3088789,15.1843161,4.09143783451306,3.740075465125741,4.11475772659535,7.115837662059498,4.500517840032787
1800000,6440.0,117.5,4.0,2019-08-09,6.0,15319.0,D Radhus Marieberg,https://www.hemnet.se/salda/radhus-4rum-marieberg-orebro-kommun-moholmsvagen-6d-1053058,radhus,"Maps Data: Google © 2026 Såld 9 aug. 2019 Moholmsvägen 6D Radhus Marieberg, Örebro kommun 117,5 m² 4 rum 6 440 kr/mån Slutpris 1 800 000 kr +6 % 15 319 kr/m² Fastighetsbyrån Örebro",2019,8,3,Radhus Marieberg,29.4,54.8,4.29,sommar,1,0,xl (100-150),Bostadsrätt,0,,,0,1989.0,25000.0,4438.0,1,0,0,,,37.0,117.5,,,212.7659574468085,,Moholmsvägen 6D,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2295000,1550.0,77.0,3.0,2019-08-08,-4.0,29805.0,A Radhus Katrinelund,https://www.hemnet.se/salda/radhus-3rum-katrinelund-orebro-kommun-katrinelund-458-a-1052757,radhus,"Maps Data: Google © 2026 Såld 8 aug. 2019 Katrinelund 458 A Radhus Katrinelund, Örebro kommun 77 m² 3 rum 1 550 kr/mån Slutpris 2 295 000 kr -4 % 29 805 kr/m² Fastighetsbyrån Örebro",2019,8,3,Radhus Katrinelund,25.7,20.1,0.81,sommar,0,1,medel (60-80),Bostadsrätt,0,,,0,2014.0,13298.0,12521.0,0,0,0,,,12.0,77.0,,,172.7012987012987,,Katrinelund 458 A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2900000,5624.0,140.0,6.0,2019-08-02,-2.0,20714.0,D Radhus Ormesta,https://www.hemnet.se/salda/radhus-6rum-ormesta-orebro-kommun-ulsavilagatan-29d-1050715,radhus,"Såld 2 aug. 2019 Ulsavilagatan 29D Radhus Ormesta, Örebro kommun 140 m² 6 rum 5 624 kr/mån Slutpris 2 900 000 kr -2 % 20 714 kr/m² Svensk Fastighetsförmedling Örebro",2019,8,3,Radhus Ormesta,23.3,40.2,2.33,sommar,0,1,xl (100-150),Bostadsrätt,0,,,0,2016.0,,5413.0,1,0,0,,,10.0,140.0,,,,,Ulsavilagatan 29D,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1300000,4605.0,60.0,2.0,2019-07-26,19.0,21667.0,Radhus Adolfsberg,https://www.hemnet.se/salda/radhus-2rum-adolfsberg-orebro-kommun-spindelvagen-13-1048895,radhus,"Maps Data: Google © 2026 Såld 26 jul. 2019 Spindelvägen 13 Radhus Adolfsberg, Örebro kommun 60 m² 2 rum 4 605 kr/mån Slutpris 1 300 000 kr +19 % 21 667 kr/m² Fastighetsbyrån Örebro",2019,7,3,Adolfsberg,30.0,76.8,4.25,sommar,1,0,liten (40-60),Bostadsrätt,0,,,1,1989.0,16500.0,4213.0,1,0,0,,,37.0,60.0,,,275.0,,Spindelvägen 13,59.2389686,15.1834848,4.392375519188344,4.469056516106927,3.727831876874247,3.989057631836986,6.687976195840992
2070000,4519.0,80.0,3.0,2019-07-17,-3.0,25875.0,L Radhus Rynningeåsen,https://www.hemnet.se/salda/radhus-3rum-rynningeasen-orebro-kommun-hjortstorpsvagen-58l-1046283,radhus,"Maps Data: Google © 2026 Såld 17 jul. 2019 Hjortstorpsvägen 58L Radhus Rynningeåsen, Örebro kommun 80 m² 3 rum 4 519 kr/mån Slutpris 2 070 000 kr -3 % 25 875 kr/m² Fastighetsbyrån Örebro",2019,7,3,Radhus Rynningeåsen,26.7,56.5,2.62,sommar,0,1,medel (60-80),Bostadsrätt,0,,,0,2014.0,9389.0,2873.0,0,0,0,,,12.0,80.0,,,117.3625,,Hjortstorpsvägen 58L,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2020000,4531.0,111.0,4.0,2019-07-17,7.0,18198.0,A Radhus Lillån,https://www.hemnet.se/salda/radhus-4rum-lillan-orebro-kommun-nastegardsvagen-11a-1045957,radhus,"Maps Data: Google © 2026 Såld 17 jul. 2019 Nästegårdsvägen 11A Radhus Lillån, Örebro kommun 111 m² 4 rum 4 531 kr/mån Slutpris 2 020 000 kr +7 % 18 198 kr/m² Mäklarhuset Örebro",2019,7,3,Radhus Lillån,27.8,40.8,2.69,sommar,1,0,xl (100-150),Bostadsrätt,0,,,0,2018.0,,12641.0,1,0,0,,,8.0,111.0,,,,,Nästegårdsvägen 11A,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
